"","lemme","freqlemfilms2","nb_lettres","anagramme"
"1321","souligner",4.72,9,"rgsoileun"
"1322","dévouer",4.71,7,"vodueér"
"1323","renouveler",4.71,10,"rvnrleoeue"
"1324","méprendre",4.7,9,"emerérdpn"
"1325","importuner",4.66,10,"etorniurmp"
"1326","pourchasser",4.66,11,"sprhoucrase"
"1327","révolter",4.65,8,"révotlre"
"1328","allier",4.62,6,"ellair"
"1329","truquer",4.62,7,"rtuqeru"
"1330","stimuler",4.6,8,"rsutieml"
"1331","compenser",4.59,9,"rnmsepoce"
"1332","cramer",4.59,6,"eracmr"
"1333","peupler",4.58,7,"pplereu"
"1334","engloutir",4.57,9,"gulonreit"
"1335","répugner",4.55,8,"ugerpénr"
"1336","dépouiller",4.54,10,"rlleéodipu"
"1337","entretuer",4.54,9,"ueneerrtt"
"1338","abstenir",4.52,8,"tirnsbae"
"1339","persécuter",4.52,10,"eréeptrcsu"
"1340","épanouir",4.51,8,"opnuéiar"
"1341","combiner",4.5,8,"rmebnioc"
"1342","divertir",4.49,8,"rvdiietr"
"1343","figer",4.49,5,"eirgf"
"1344","ligoter",4.49,7,"erioltg"
"1345","flairer",4.47,7,"frarlie"
"1346","accumuler",4.46,9,"uamcueclr"
"1347","bercer",4.46,6,"rbrcee"
"1348","damner",4.46,6,"eadrmn"
"1349","rincer",4.46,6,"irecrn"
"1350","éjecter",4.46,7,"certeéj"
"1351","frôler",4.45,6,"ôerfrl"
"1352","solliciter",4.44,10,"tilescroli"
"1353","enlacer",4.42,7,"eenarcl"
"1354","transpercer",4.42,11,"terenrsrpac"
"1355","daigner",4.41,7,"anigder"
"1356","faufiler",4.41,8,"ulfraife"
"1357","esquiver",4.39,8,"eiuqvers"
"1358","trimer",4.38,6,"termir"
"1359","incendier",4.37,9,"drencieni"
"1360","attarder",4.36,8,"ratterda"
"1361","enfouir",4.3,7,"oeunirf"
"1362","diplômer",4.29,8,"reldmipô"
"1363","klaxonner",4.29,9,"nrneolxak"
"1364","orchestrer",4.29,10,"orscheterr"
"1365","dériver",4.28,7,"irérved"
"1366","paumer",4.27,6,"muepar"
"1367","trouer",4.27,6,"ourret"
"1368","crucifier",4.26,9,"ricfecuri"
"1369","assigner",4.25,8,"esrnasig"
"1370","succéder",4.25,8,"dcercués"
"1371","charrier",4.24,8,"ricahrre"
"1372","savourer",4.24,8,"aorsvure"
"1373","indigner",4.23,8,"rgdniein"
"1374","appréhender",4.22,11,"drrénapehpe"
"1375","rappliquer",4.22,10,"ppqrleriua"
"1376","tatouer",4.22,7,"earttuo"
"1377","abréger",4.21,7,"arregéb"
"1378","déboucher",4.21,9,"cdéreouhb"
"1379","interner",4.21,8,"nrteiern"
"1380","caler",4.19,5,"aercl"
"1381","gaver",4.19,5,"agevr"
"1382","nécessiter",4.16,10,"csenétsier"
"1383","anticiper",4.14,9,"etiarpcni"
"1384","blasphémer",4.11,10,"mlphbreéas"
"1385","broyer",4.08,6,"robyre"
"1386","doter",4.08,5,"odret"
"1387","sélectionner",4.08,12,"nrcnisoléeet"
"1388","biper",4.07,5,"reipb"
"1389","mendier",4.07,7,"nrmeeid"
"1390","recharger",4.07,9,"eacehgrrr"
"1391","reconstituer",4.05,12,"reeisutrocnt"
"1392","spécialiser",4.05,11,"icrpaséleis"
"1393","bricoler",4.03,8,"crblroei"
"1394","décamper",4.02,8,"érpmceda"
"1395","écorcher",4.02,8,"oeréchcr"
"1396","saccager",4,8,"crcgsaea"
"1397","mobiliser",3.99,9,"lismbreoi"
"1398","chourer",3.96,7,"oerhrcu"
"1399","fleurir",3.95,7,"urelrfi"
"1400","tâter",3.95,5,"ârtte"
"1401","devancer",3.94,8,"erandvec"
"1402","dissoudre",3.94,9,"udsioders"
"1403","susciter",3.94,8,"eructssi"
"1404","ensorceler",3.92,10,"rcoelenser"
"1405","expérimenter",3.92,12,"eexrrieénmpt"
"1406","orienter",3.91,8,"rtenieor"
"1407","découverte",3.9,10,"evuétordce"
"1408","entasser",3.9,8,"tnresesa"
"1409","masturber",3.89,9,"batusrerm"
"1410","éblouir",3.88,7,"iéolrub"
"1411","percuter",3.87,8,"eperutrc"
"1412","assembler",3.86,9,"ssrblmeae"
"1413","entraider",3.86,9,"eeandtrir"
"1414","frémir",3.86,6,"rmérfi"
"1415","bénéficier",3.85,10,"ciénérfibe"
"1416","congeler",3.85,8,"ngclroee"
"1417","déraper",3.85,7,"erdréap"
"1418","fracasser",3.85,9,"asrfarcse"
"1419","moisir",3.85,6,"rsiiom"
"1420","résigner",3.84,8,"égirrens"
"1421","sanctifier",3.82,10,"iinfrstcae"
"1422","skier",3.81,5,"esrki"
"1423","amocher",3.8,7,"recamho"
"1424","remédier",3.8,8,"mrréeeid"
"1425","incinérer",3.79,9,"énecriinr"
"1426","rabaisser",3.79,9,"rsbiraeas"
"1427","border",3.78,6,"dbrroe"
"1428","mûrir",3.77,5,"irûmr"
"1429","obstiner",3.77,8,"sbrntieo"
"1430","rebeller",3.77,8,"rerblele"
"1431","conter",3.76,6,"rncote"
"1432","déguerpir",3.75,9,"pugrdréie"
"1433","enrouler",3.75,8,"noerrlue"
"1434","froisser",3.74,8,"sforiesr"
"1435","masquer",3.74,7,"rqsameu"
"1436","resserrer",3.74,9,"serrresre"
"1437","faner",3.73,5,"fnrae"
"1438","hypnotiser",3.73,10,"ieonsrhtyp"
"1439","émerger",3.73,7,"égremre"
"1440","décapiter",3.72,9,"dépetrcai"
"1441","redemander",3.72,10,"emedrdarne"
"1442","différer",3.71,8,"ediréfrf"
"1443","teindre",3.71,7,"trinede"
"1444","dégrader",3.69,8,"rdgdéaer"
"1445","recoucher",3.69,9,"ccerohure"
"1446","traire",3.69,6,"tairer"
"1447","comploter",3.68,9,"oetlcrpmo"
"1448","gicler",3.68,6,"rlcegi"
"1449","trier",3.68,5,"eitrr"
"1450","chevaucher",3.67,10,"aehhvurcce"
"1451","frimer",3.67,6,"emifrr"
"1452","dissuader",3.66,9,"duasrdsei"
"1453","persister",3.66,9,"eipesrrst"
"1454","alléger",3.65,7,"gelraél"
"1455","ravager",3.65,7,"varerga"
"1456","clarifier",3.64,9,"rilafrcie"
"1457","amputer",3.62,7,"petmura"
"1458","gracier",3.62,7,"ierrgac"
"1459","nouer",3.61,5,"eurno"
"1460","riposter",3.61,8,"optiersr"
"1461","superviser",3.61,10,"rsviesperu"
"1462","couver",3.59,6,"rueovc"
"1463","déballer",3.59,8,"lblérade"
"1464","initier",3.59,7,"etiniir"
"1465","déjouer",3.58,7,"edrujéo"
"1466","submerger",3.57,9,"urebgsmer"
"1467","berner",3.56,6,"errbne"
"1468","dépanner",3.56,8,"anédrepn"
"1469","rafler",3.56,6,"erlarf"
"1470","décliner",3.55,8,"ideénlrc"
"1471","bafouer",3.54,7,"refobua"
"1472","dessécher",3.54,9,"hredsséec"
"1473","stocker",3.54,7,"scoretk"
"1474","administrer",3.53,11,"ditarminres"
"1475","broder",3.52,6,"dorber"
"1476","formuler",3.52,8,"rrlmeufo"
"1477","grignoter",3.52,9,"girgotrne"
"1478","accroître",3.51,9,"îcerrctoa"
"1479","fausser",3.51,7,"aseursf"
"1480","rejouer",3.51,7,"eoerjru"
"1481","rétrécir",3.51,8,"crétéirr"
"1482","retaper",3.5,7,"pretare"
"1483","éternuer",3.48,8,"eeunrtré"
"1484","dégoter",3.47,7,"tégoedr"
"1485","river",3.47,5,"eivrr"
"1486","amasser",3.46,7,"resmaas"
"1487","compatir",3.46,8,"ircapomt"
"1488","consigner",3.46,9,"sgnoriecn"
"1489","revaloir",3.46,8,"rolairve"
"1490","ratisser",3.45,8,"srerista"
"1491","halluciner",3.44,10,"cnuhrelail"
"1492","rebondir",3.42,8,"rrdenboi"
"1493","embellir",3.4,8,"iemlebrl"
"1494","défouler",3.39,8,"duéeorfl"
"1495","farcir",3.39,6,"ciarrf"
"1496","implanter",3.39,9,"eamplrnti"
"1497","polluer",3.38,7,"lleopru"
"1498","lamenter",3.37,8,"mnaeetrl"
"1499","ébranler",3.37,8,"léraernb"
"1500","camer",3.35,5,"cemra"
"1501","désapprouver",3.35,12,"upéovardpsre"
"1502","piler",3.34,5,"pirel"
"1503","trimballer",3.34,10,"ealitlbmrr"
"1504","contracter",3.31,10,"enocrcttar"
"1505","disjoncter",3.31,10,"rdietscojn"
"1506","incarner",3.31,8,"ieanrnrc"
"1507","sonder",3.31,6,"ndoser"
"1508","décimer",3.3,7,"medciré"
"1509","défigurer",3.28,9,"rféudreig"
"1510","empester",3.28,8,"eptreesm"
"1511","griffer",3.28,7,"efirfgr"
"1512","sniffer",3.28,7,"infesfr"
"1513","étirer",3.28,6,"rteéri"
"1514","adoucir",3.27,7,"icaurdo"
"1515","dispenser",3.27,9,"resniepds"
"1516","désinfecter",3.27,11,"tinceésrefd"
"1517","repêcher",3.27,8,"ehprêrce"
"1518","ruer",3.27,4,"reru"
"1519","échauffer",3.27,9,"curéhfafe"
"1520","éplucher",3.27,8,"hréuepcl"
"1521","favoriser",3.26,9,"srfaeiovr"
"1522","châtier",3.25,7,"tcârihe"
"1523","renfermer",3.25,9,"renerefmr"
"1524","prostituer",3.24,10,"trutsiorpe"
"1525","effleurer",3.23,9,"errfuelfe"
"1526","immobiliser",3.23,11,"sobmliieirm"
"1527","saper",3.23,5,"serap"
"1528","sévir",3.23,5,"véirs"
"1529","affliger",3.21,8,"rglaieff"
"1530","braver",3.2,6,"berarv"
"1531","souder",3.2,6,"desour"
"1532","torcher",3.2,7,"erchrot"
"1533","tricoter",3.19,8,"erittcro"
"1534","différencier",3.17,12,"riiecnéedfrf"
"1535","sommer",3.17,6,"mmseor"
"1536","raffoler",3.16,8,"aleofrfr"
"1537","émigrer",3.15,7,"rmégrie"
"1538","galoper",3.14,7,"orelgpa"
"1539","profaner",3.12,8,"rrepfoan"
"1540","retravailler",3.12,12,"avlrrraeielt"
"1541","ruser",3.12,5,"ersru"
"1542","entuber",3.11,7,"eutbenr"
"1543","orner",3.11,5,"roern"
"1544","pulvériser",3.11,10,"élsreivpru"
"1545","démanger",3.1,8,"rendéamg"
"1546","ensevelir",3.1,9,"nevesirle"
"1547","grouper",3.1,7,"oergupr"
"1548","régir",3.1,5,"gérir"
"1549","regrouper",3.09,9,"rporueerg"
"1550","abolir",3.08,6,"laorib"
"1551","étriper",3.07,7,"riétepr"
"1552","démentir",3.06,8,"nriteméd"
"1553","enivrer",3.06,7,"rervnei"
"1554","fouler",3.06,6,"lforeu"
"1555","remballer",3.06,9,"melaerrlb"
"1556","tramer",3.06,6,"tamerr"
"1557","dédommager",3.05,10,"eddaémomgr"
"1558","étreindre",3.05,9,"nderirtée"
"1559","décoder",3.04,7,"dcéodre"
"1560","dévier",3.04,6,"idervé"
"1561","enrôler",3.04,7,"elrrenô"
"1562","flancher",3.04,8,"rcalhenf"
"1563","référer",3.02,7,"réfrrée"
"1564","grogner",3.01,7,"ogrgrne"
"1565","astiquer",3,8,"tauerisq"
"1566","épeler",3,6,"erpleé"
"1567","acharner",2.99,8,"rharcnae"
"1568","conférer",2.99,8,"rnfeéroc"
"1569","longer",2.98,6,"rnegol"
"1570","puiser",2.97,6,"upesri"
"1571","tisser",2.97,6,"sstier"
"1572","attendrir",2.96,9,"dnttrirea"
"1573","déguster",2.96,8,"ugrestdé"
"1574","biler",2.95,5,"erbli"
"1575","dégénérer",2.95,9,"dngeéérré"
"1576","éprendre",2.95,8,"éerrdenp"
"1577","réintégrer",2.94,10,"reirérgtné"
"1578","traumatiser",2.94,11,"iuteartarsm"
"1579","empocher",2.92,8,"rmcophee"
"1580","insérer",2.92,7,"srnirée"
"1581","privilégier",2.92,11,"pevrlirgiéi"
"1582","ranimer",2.92,7,"aenirrm"
"1583","sculpter",2.92,8,"celrtsup"
"1584","éclipser",2.92,8,"csperiél"
"1585","divaguer",2.91,8,"geravudi"
"1586","brailler",2.9,8,"rlbriael"
"1587","rôtir",2.9,5,"ôtrir"
"1588","scanner",2.9,7,"enrcsan"
"1589","visser",2.9,6,"sivers"
"1590","revendiquer",2.89,11,"nuvrreeeiqd"
"1591","glander",2.88,7,"lndarge"
"1592","décomposer",2.87,10,"scedormopé"
"1593","exhiber",2.87,7,"rhxeeib"
"1594","répartir",2.87,8,"rpéritra"
"1595","siéger",2.87,6,"eérigs"
"1596","retentir",2.86,8,"trerenit"
"1597","assaillir",2.84,9,"sraailils"
"1598","chantonner",2.84,10,"ntcanhnero"
"1599","courber",2.84,7,"urcbroe"
"1600","grincer",2.84,7,"rnciger"
"1601","marchander",2.84,10,"hmdnrcaear"
"1602","pirater",2.84,7,"ratrpie"
"1603","recoller",2.84,8,"lerlocre"
"1604","déconseiller",2.83,12,"iscrlodleeén"
"1605","embaumer",2.83,8,"umebemra"
"1606","escroquer",2.83,9,"srceoreuq"
"1607","générer",2.83,7,"erénégr"
"1608","transcender",2.83,11,"rstaecndren"
"1609","agripper",2.81,8,"pgrearpi"
"1610","fuguer",2.81,6,"gueufr"
"1611","perpétuer",2.81,9,"terrppueé"
"1612","éventrer",2.81,8,"rrvnteée"
"1613","cligner",2.8,7,"gincrel"
"1614","désamorcer",2.8,10,"dsomreécra"
"1615","simplifier",2.8,10,"fiiilmsrep"
"1616","courtiser",2.79,9,"uecstirro"
"1617","décommander",2.77,11,"rdémemaocdn"
"1618","incruster",2.77,9,"eisctnrru"
"1619","railler",2.77,7,"lrirael"
"1620","sauvegarder",2.77,11,"avresdrueag"
"1621","tondre",2.77,6,"neordt"
"1622","émaner",2.77,6,"mérane"
"1623","chambouler",2.76,10,"ahuerolcbm"
"1624","épingler",2.76,8,"éeplnrgi"
"1625","affairer",2.75,8,"iarfrefa"
"1626","déformer",2.75,8,"erdoémrf"
"1627","déporter",2.75,8,"rptoredé"
"1628","interférer",2.75,10,"réeirfertn"
"1629","enclencher",2.74,10,"hecelnercn"
"1630","impatienter",2.74,11,"ntatmreiipe"
"1631","omettre",2.73,7,"mreetot"
"1632","redoubler",2.73,9,"reurdlbeo"
"1633","vautrer",2.73,7,"vruetar"
"1634","zapper",2.73,6,"erzapp"
"1635","jaser",2.72,5,"aserj"
"1636","réprimer",2.72,8,"rimérper"
"1637","attrister",2.71,9,"rtsetiart"
"1638","commenter",2.7,9,"nmrcetome"
"1639","varier",2.69,6,"rvarei"
"1640","voguer",2.69,6,"gruoev"
"1641","frustrer",2.68,8,"feurrrst"
"1642","revêtir",2.68,7,"êiretvr"
"1643","adhérer",2.67,7,"rhdeéra"
"1644","attester",2.67,8,"atetsetr"
"1645","dorer",2.67,5,"eodrr"
"1646","embraser",2.67,8,"mbaresre"
"1647","absoudre",2.66,8,"auesrdbo"
"1648","trotter",2.66,7,"rotrtte"
"1649","aérer",2.65,5,"eréra"
"1650","démener",2.65,7,"édrnmee"
"1651","engraisser",2.65,10,"rngssaeire"
"1652","menotter",2.65,8,"oteermtn"
"1653","récapituler",2.65,11,"ltiarruéecp"
"1654","symboliser",2.65,10,"ysmblierso"
"1655","réécrire",2.64,8,"rirércée"
"1656","aventurer",2.63,9,"reaernvut"
"1657","instaurer",2.63,9,"rnsriueta"
"1658","relayer",2.63,7,"rrelaye"
"1659","aiguiser",2.62,8,"siuergia"
"1660","altérer",2.62,7,"eaértrl"
"1661","convier",2.62,7,"nvocire"
"1662","faiblir",2.62,7,"laifrib"
"1663","mutiler",2.62,7,"meturil"
"1664","terrer",2.62,6,"rrrtee"
"1665","bâillonner",2.61,10,"nlerblâino"
"1666","bégayer",2.61,7,"ygebéra"
"1667","clamer",2.61,6,"cmrela"
"1668","détromper",2.61,9,"eomprtrdé"
"1669","déconnecter",2.6,11,"odnteccérne"
"1670","enrhumer",2.6,8,"ehunmrer"
"1671","gravir",2.6,6,"vgrair"
"1672","illustrer",2.59,9,"lrerliuts"
"1673","jeûner",2.59,6,"eejrûn"
"1674","priser",2.59,6,"irresp"
"1675","toper",2.59,5,"rteop"
"1676","barder",2.58,6,"rdeabr"
"1677","faxer",2.58,5,"exarf"
"1678","filtrer",2.58,7,"rritelf"
"1679","résulter",2.58,8,"tlésurer"
"1680","auditionner",2.57,11,"iuiodenanrt"
"1681","mémoriser",2.57,9,"mémroires"
"1682","abrutir",2.56,7,"rubitra"
"1683","innocenter",2.56,10,"ennnctroie"
"1684","labourer",2.56,8,"orbrelua"
"1685","martiner",2.56,8,"anerimtr"
"1686","délier",2.55,6,"dlérie"
"1687","moucher",2.55,7,"ehormcu"
"1688","télécharger",2.55,11,"lgécétehrar"
"1689","desserrer",2.54,9,"dsrersree"
"1690","frayer",2.54,6,"yfraer"
"1691","friser",2.54,6,"refrsi"
"1692","immoler",2.54,7,"remmloi"
"1693","loucher",2.54,7,"heruclo"
"1694","patiner",2.54,7,"ipterna"
"1695","patrouiller",2.54,11,"uiprleltaro"
"1696","déplorer",2.53,8,"dprréelo"
"1697","apitoyer",2.52,8,"opaertyi"
"1698","certifier",2.52,9,"freicrtie"
"1699","comparaître",2.52,11,"armtrpceîao"
"1700","surcharger",2.52,10,"hregrurasc"
"1701","évaporer",2.52,8,"eoaérvrp"
"1702","encadrer",2.51,8,"earerdnc"
"1703","dévaster",2.5,8,"revatéds"
"1704","falsifier",2.5,9,"leaisffir"
"1705","dégommer",2.49,8,"drgommée"
"1706","rosser",2.49,6,"ressor"
"1707","asperger",2.48,8,"rrepaegs"
"1708","assécher",2.48,8,"eahércss"
"1709","divulguer",2.48,9,"dugireluv"
"1710","graisser",2.48,8,"gassrire"
"1711","rapatrier",2.48,9,"arrrtapei"
"1712","suffoquer",2.48,9,"fqeofrsuu"
"1713","séjourner",2.48,9,"nerjéuros"
"1714","terrasser",2.48,9,"saerrestr"
"1715","atténuer",2.47,8,"atnéteru"
"1716","fourguer",2.47,8,"rgruouef"
"1717","roupiller",2.47,9,"orleruipl"
"1718","écoper",2.47,6,"répceo"
"1719","barricader",2.46,10,"bdcarerira"
"1720","déchiqueter",2.46,11,"diuqethérce"
"1721","raccourcir",2.46,10,"rriaroccuc"
"1722","alarmer",2.45,7,"ermlraa"
"1723","concorder",2.45,9,"eodrcnorc"
"1724","délibérer",2.44,9,"ééldirreb"
"1725","entrevoir",2.44,9,"vorenriet"
"1726","plumer",2.44,6,"mlperu"
"1727","postuler",2.44,8,"elpursto"
"1728","rafer",2.44,5,"earfr"
"1729","restituer",2.44,9,"treseriut"
"1730","élucider",2.43,8,"eéicrlud"
"1731","côtoyer",2.42,7,"eyotrcô"
"1732","dramatiser",2.42,10,"sriaetdmar"
"1733","expier",2.42,6,"erpexi"
"1734","modeler",2.42,7,"redmole"
"1735","resplendir",2.42,10,"peirdnlser"
"1736","réchapper",2.42,9,"érraphcep"
"1737","vagabonder",2.42,10,"groaedvnba"
"1738","chavirer",2.41,8,"eahvicrr"
"1739","exiler",2.41,6,"ilexer"
"1740","inaugurer",2.41,9,"aiungreur"
"1741","recopier",2.41,8,"cpoerrie"
"1742","apprivoiser",2.4,11,"ipasropeirv"
"1743","exceller",2.38,8,"eclelxer"
"1744","blinder",2.37,7,"nrildbe"
"1745","crouler",2.37,7,"reolruc"
"1746","embobiner",2.37,9,"bnebiemro"
"1747","percher",2.37,7,"repehrc"
"1748","dégueuler",2.36,9,"gdeléeruu"
"1749","foudroyer",2.36,9,"edouroyrf"
"1750","fusionner",2.36,9,"nuefsrion"
"1751","outrager",2.36,8,"tgourrea"
"1752","débiner",2.35,7,"énbdeir"
"1753","rallier",2.35,7,"lrilera"
"1754","chiper",2.34,6,"hecirp"
"1755","gourer",2.33,6,"ruoegr"
"1756","greffer",2.33,7,"egfrrfe"
"1757","intuber",2.33,7,"ebiunrt"
"1758","rénover",2.33,7,"oenvérr"
"1759","handicaper",2.32,10,"panaihrcde"
"1760","soutirer",2.32,8,"iserrtou"
"1761","capituler",2.31,9,"elriatcpu"
"1762","convoiter",2.31,9,"iocevrnot"
"1763","exaspérer",2.31,9,"esraerpxé"
"1764","délaisser",2.3,9,"srdseaéli"
"1765","ramollir",2.3,8,"iaormrll"
"1766","scruter",2.3,7,"ucesrrt"
"1767","endosser",2.29,8,"srosnede"
"1768","esquinter",2.29,9,"sequtneri"
"1769","paître",2.29,6,"epîrta"
"1770","détailler",2.28,9,"rtiladlée"
"1771","entraver",2.28,8,"nrreteav"
"1772","rayonner",2.28,8,"enonayrr"
"1773","enfler",2.27,6,"lefern"
"1774","lester",2.27,6,"etlesr"
"1775","perfectionner",2.27,13,"erenpiotecrfn"
"1776","sangloter",2.27,9,"sogrltane"
"1777","oeuvrer",2.26,7,"veoeurr"
"1778","recracher",2.26,9,"herccaerr"
"1779","accommoder",2.25,10,"aocrcmmode"
"1780","curer",2.25,5,"rucer"
"1781","peigner",2.25,7,"gpenrie"
"1782","resservir",2.25,9,"eiesrsrvr"
"1783","élancer",2.25,7,"enclréa"
"1784","dépeindre",2.24,9,"dndpréiee"
"1785","détraquer",2.24,9,"rdqtéruea"
"1786","recréer",2.23,7,"rréecre"
"1787","équivaloir",2.23,10,"iéilurqoav"
"1788","encombrer",2.22,9,"cebremonr"
"1789","tanner",2.22,6,"trenan"
"1790","écrabouiller",2.22,12,"rlbocéuleari"
"1791","feuilleter",2.21,10,"eieflrtule"
"1792","frissonner",2.21,10,"firnssoren"
"1793","rabattre",2.21,8,"erttarab"
"1794","tasser",2.21,6,"sreats"
"1795","bourdonner",2.2,10,"bdoonerrun"
"1796","cicatriser",2.2,10,"iecacrirst"
"1797","rouer",2.2,5,"eorru"
"1798","assoiffer",2.19,9,"rafessiof"
"1799","borner",2.19,6,"rebnor"
"1800","camoufler",2.19,9,"lecaomfur"
"1801","coder",2.19,5,"docer"
"1802","décerner",2.19,8,"redeérnc"
"1803","fortifier",2.19,9,"rrieffoti"
"1804","taxer",2.19,5,"tarxe"
"1805","assoupir",2.18,8,"poasursi"
"1806","dédaigner",2.18,9,"dredéniga"
"1807","hacher",2.18,6,"cahhre"
"1808","pressentir",2.18,10,"prtseinrse"
"1809","boutonner",2.17,9,"uotnonerb"
"1810","censurer",2.17,8,"rscnueer"
"1811","civiliser",2.17,9,"ieliricvs"
"1812","collecter",2.17,9,"clteerloc"
"1813","congédier",2.17,9,"cdgirneéo"
"1814","pétrifier",2.17,9,"ieéftprir"
"1815","raviver",2.17,7,"ivervra"
"1816","soustraire",2.17,10,"orrseaitsu"
"1817","reluquer",2.16,8,"rqruleeu"
"1818","éparpiller",2.16,10,"rlarpielép"
"1819","assouvir",2.15,8,"ovrasuis"
"1820","cocher",2.15,6,"reccho"
"1821","coordonner",2.15,10,"endnoocrro"
"1822","quereller",2.15,9,"ueerleqlr"
"1823","dompter",2.14,7,"pdmeotr"
"1824","noircir",2.14,7,"rcinoir"
"1825","replonger",2.14,9,"ernlgrpoe"
"1826","accoupler",2.13,9,"lauercpoc"
"1827","dérouiller",2.13,10,"riduleréol"
"1828","dévisager",2.13,9,"géasvdier"
"1829","jongler",2.13,7,"rnjogel"
"1830","rattacher",2.13,9,"harttarec"
"1831","atteler",2.12,7,"eetarlt"
"1832","cavaler",2.12,7,"aacrevl"
"1833","réquisitionner",2.12,14,"ornueniiéqstir"
"1834","sympathiser",2.12,11,"mtrhpiseyas"
"1835","chamailler",2.11,10,"aealrhilmc"
"1836","endurcir",2.11,8,"icdrnrue"
"1837","minimiser",2.1,9,"eiimmirsn"
"1838","réputer",2.1,7,"teuprré"
"1839","synchroniser",2.09,12,"cenornrsiysh"
"1840","bafouiller",2.08,10,"laulbieofr"
"1841","désintégrer",2.08,11,"térgéidnesr"
"1842","malmener",2.08,8,"anelemrm"
"1843","subsister",2.08,9,"ebsissrtu"
"1844","tripler",2.08,7,"tirpler"
"1845","élaborer",2.08,8,"léorrbae"
"1846","électrocuter",2.08,12,"célttreueorc"
"1847","amorcer",2.06,7,"ramreoc"
"1848","dénuer",2.06,6,"déernu"
"1849","munir",2.06,5,"inumr"
"1850","rider",2.06,5,"reidr"
"1851","choir",2.05,5,"oirch"
"1852","crisper",2.05,7,"riercps"
"1853","infester",2.05,8,"ritenfes"
"1854","séquestrer",2.05,10,"uéesqrters"
"1855","arrondir",2.04,8,"aordnrri"
"1856","briefer",2.04,7,"feberir"
"1857","fantasmer",2.04,9,"msraeaftn"
"1858","lisser",2.04,6,"sresil"
"1859","minuter",2.04,7,"rmnueti"
"1860","radoter",2.04,7,"dorrate"
"1861","rectifier",2.04,9,"ciiefetrr"
"1862","ricaner",2.04,7,"iarrcen"
"1863","voiturer",2.04,8,"irtvreou"
"1864","épiler",2.04,6,"érlpei"
"1865","cartonner",2.02,9,"oacnnrrte"
"1866","recouvrer",2.02,9,"rrecoeruv"
"1867","actionner",2.01,9,"nroeancti"
"1868","morfler",2.01,7,"refrmlo"
"1869","primer",2.01,6,"peirrm"
"1870","accroupir",2,9,"rcicrupao"
"1871","arpenter",2,8,"earnpter"
"1872","assortir",2,8,"tirrsaos"
"1873","déceler",2,7,"célreed"
"1874","exorciser",2,9,"eroscirxe"
"1875","sillonner",2,9,"enllosnir"
"1876","uriner",2,6,"erunir"
"1877","volatiliser",2,11,"osalevirlti"
"1878","rivaliser",1.99,9,"iarelsrvi"
"1879","opter",1.98,5,"toper"
"1880","retoucher",1.98,9,"roeuhcert"
"1881","éclabousser",1.98,11,"aoburélssce"
"1882","éjaculer",1.98,8,"jcérealu"
"1883","broncher",1.97,8,"ohnbercr"
"1884","déverser",1.97,8,"edrervsé"
"1885","rasseoir",1.97,8,"arosries"
"1886","équilibrer",1.97,10,"éiburiqrel"
"1887","enfanter",1.96,8,"nrnteefa"
"1888","ferrer",1.96,6,"frreer"
"1889","immuniser",1.96,9,"nmsiumrei"
"1890","tortiller",1.96,9,"litrerotl"
"1891","aménager",1.95,8,"énagamer"
"1892","façonner",1.95,8,"oernnçfa"
"1893","immerger",1.95,8,"rmermeig"
"1894","chagriner",1.94,9,"naechgirr"
"1895","débouler",1.94,8,"uredoléb"
"1896","déloger",1.94,7,"lgedoré"
"1897","tonner",1.94,6,"rtenon"
"1898","coïncider",1.93,9,"eïnrcidco"
"1899","diagnostiquer",1.93,13,"nraodgistiequ"
"1900","narguer",1.93,7,"aegnurr"
"1901","valser",1.93,6,"alesvr"
"1902","casquer",1.92,7,"csreauq"
"1903","recourir",1.92,8,"uriecror"
"1904","soudoyer",1.92,8,"doeysruo"
"1905","épauler",1.92,7,"ruéaepl"
"1906","aplatir",1.91,7,"aritpla"
"1907","dédicacer",1.91,9,"cdécrdeai"
"1908","ériger",1.91,6,"eigrré"
"1909","bouillonner",1.9,11,"reonlouibnl"
"1910","boumer",1.9,6,"eomurb"
"1911","chopper",1.9,7,"phropce"
"1912","cibler",1.9,6,"eblcri"
"1913","déléguer",1.9,8,"egrldééu"
"1914","facturer",1.9,8,"cuetfrar"
"1915","pister",1.9,6,"sertip"
"1916","redémarrer",1.9,10,"radérrmree"
"1917","sucrer",1.9,6,"suerrc"
"1918","baratiner",1.89,9,"anriebtra"
"1919","manoeuvrer",1.89,10,"vurmerneoa"
"1920","parfumer",1.89,8,"eaprmrfu"
"1921","attiser",1.88,7,"erstita"
"1922","canaliser",1.88,9,"scarialen"
"1923","refouler",1.88,8,"oreurfle"
"1924","affranchir",1.87,10,"aaficfhrrn"
"1925","bâiller",1.87,7,"irlâleb"
"1926","débiter",1.87,7,"tiedrbé"
"1927","gager",1.87,5,"gaerg"
"1928","poireauter",1.87,10,"eupotirear"
"1929","vaciller",1.87,8,"iarelclv"
"1930","accoster",1.86,8,"eocatscr"
"1931","cribler",1.86,7,"irlbcre"
"1932","exalter",1.86,7,"tlaerex"
"1933","fricoter",1.86,8,"crtreifo"
"1934","perpétrer",1.86,9,"rptreréep"
"1935","spéculer",1.86,8,"luprcesé"
"1936","gigoter",1.85,7,"rtgeigo"
"1937","bonder",1.84,6,"nbeodr"
